FIPS	State	County	Variable	mph_rate
2020	Alaska	Anchorage	mph_rate	0.000449965
2050	Alaska	Bethel	mph_rate	0.000058462
2060	Alaska	Bristol Bay	mph_rate	
2068	Alaska	Denali	mph_rate	
2070	Alaska	Dillingham	mph_rate	
2090	Alaska	Fairbanks North Star	mph_rate	0.000234028
2100	Alaska	Haines	mph_rate	
2110	Alaska	Juneau	mph_rate	0.000413894
2122	Alaska	Kenai Peninsula	mph_rate	0.000215924
2130	Alaska	Ketchikan Gateway	mph_rate	0.000369522
2150	Alaska	Kodiak Island	mph_rate	0.000146628
2164	Alaska	Lake and Peninsula	mph_rate	
2170	Alaska	Matanuska-Susitna	mph_rate	0.000155951
2180	Alaska	Nome	mph_rate	0.000104482
2185	Alaska	North Slope	mph_rate	
2188	Alaska	Northwest Arctic	mph_rate	
2201	Alaska	Prince of Wales-Outer Ketchikan	mph_rate	
2220	Alaska	Sitka	mph_rate	0.000561041
2232	Alaska	Skagway-Hoonah-Angoon	mph_rate	
2240	Alaska	Southeast Fairbanks	mph_rate	
2261	Alaska	Valdez-Cordova	mph_rate	0.000103210
2270	Alaska	Wade Hampton	mph_rate	
2280	Alaska	Wrangell-Petersburg	mph_rate	
2282	Alaska	Yakutat	mph_rate	0.000000000
2290	Alaska	Yukon-Koyukuk	mph_rate	
4001	Arizona	Apache	mph_rate	0.000083759
4003	Arizona	Cochise	mph_rate	0.000121467
4005	Arizona	Coconino	mph_rate	0.000683476
4007	Arizona	Gila	mph_rate	0.000074759
4009	Arizona	Graham	mph_rate	0.000026943
4011	Arizona	Greenlee	mph_rate	
4012	Arizona	La Paz	mph_rate	
4013	Arizona	Maricopa	mph_rate	0.000313739
4015	Arizona	Mohave	mph_rate	0.000059534
4017	Arizona	Navajo	mph_rate	0.000083668
4019	Arizona	Pima	mph_rate	0.000484672
4021	Arizona	Pinal	mph_rate	0.000046846
4023	Arizona	Santa Cruz	mph_rate	0.000126409
4025	Arizona	Yavapai	mph_rate	0.000293639
4027	Arizona	Yuma	mph_rate	0.000040644
5001	Arkansas	Arkansas	mph_rate	
5003	Arkansas	Ashley	mph_rate	
5005	Arkansas	Baxter	mph_rate	0.000216727
5007	Arkansas	Benton	mph_rate	0.000098688
5009	Arkansas	Boone	mph_rate	0.000108360
5011	Arkansas	Bradley	mph_rate	
5013	Arkansas	Calhoun	mph_rate	
5015	Arkansas	Carroll	mph_rate	0.000108960
5017	Arkansas	Chicot	mph_rate	
5019	Arkansas	Clark	mph_rate	0.000130668
5021	Arkansas	Clay	mph_rate	
5023	Arkansas	Cleburne	mph_rate	0.000038462
5025	Arkansas	Cleveland	mph_rate	
5027	Arkansas	Columbia	mph_rate	0.000081639
5029	Arkansas	Conway	mph_rate	0.000047004
5031	Arkansas	Craighead	mph_rate	0.000330903
5033	Arkansas	Crawford	mph_rate	0.000064519
5035	Arkansas	Crittenden	mph_rate	0.000078565
5037	Arkansas	Cross	mph_rate	0.000168218
5039	Arkansas	Dallas	mph_rate	
5041	Arkansas	Desha	mph_rate	
5043	Arkansas	Drew	mph_rate	0.000108009
5045	Arkansas	Faulkner	mph_rate	0.000228028
5047	Arkansas	Franklin	mph_rate	
5049	Arkansas	Fulton	mph_rate	
5051	Arkansas	Garland	mph_rate	0.000197468
5053	Arkansas	Grant	mph_rate	
5055	Arkansas	Greene	mph_rate	0.000094852
5057	Arkansas	Hempstead	mph_rate	0.000088535
5059	Arkansas	Hot Spring	mph_rate	0.000030360
5061	Arkansas	Howard	mph_rate	
5063	Arkansas	Independence	mph_rate	0.000190611
5065	Arkansas	Izard	mph_rate	
5067	Arkansas	Jackson	mph_rate	0.000111284
5069	Arkansas	Jefferson	mph_rate	0.000181073
5071	Arkansas	Johnson	mph_rate	0.000078192
5073	Arkansas	Lafayette	mph_rate	
5075	Arkansas	Lawrence	mph_rate	
5077	Arkansas	Lee	mph_rate	0.000191883
5079	Arkansas	Lincoln	mph_rate	
5081	Arkansas	Little River	mph_rate	
5083	Arkansas	Logan	mph_rate	0.000089550
5085	Arkansas	Lonoke	mph_rate	0.000029130
5087	Arkansas	Madison	mph_rate	0.000063666
5089	Arkansas	Marion	mph_rate	
5091	Arkansas	Miller	mph_rate	0.000160809
5093	Arkansas	Mississippi	mph_rate	0.000021583
5095	Arkansas	Monroe	mph_rate	0.000123138
5097	Arkansas	Montgomery	mph_rate	0.000105419
5099	Arkansas	Nevada	mph_rate	
5101	Arkansas	Newton	mph_rate	
5103	Arkansas	Ouachita	mph_rate	0.000076543
5105	Arkansas	Perry	mph_rate	0.000095566
5107	Arkansas	Phillips	mph_rate	
5109	Arkansas	Pike	mph_rate	
5111	Arkansas	Poinsett	mph_rate	
5113	Arkansas	Polk	mph_rate	0.000048393
5115	Arkansas	Pope	mph_rate	0.000064647
5117	Arkansas	Prairie	mph_rate	0.000114771
5119	Arkansas	Pulaski	mph_rate	0.000763854
5121	Arkansas	Randolph	mph_rate	0.000055648
5123	Arkansas	St. Francis	mph_rate	0.000106515
5125	Arkansas	Saline	mph_rate	0.000139359
5127	Arkansas	Scott	mph_rate	
5129	Arkansas	Searcy	mph_rate	
5131	Arkansas	Sebastian	mph_rate	0.000174807
5133	Arkansas	Sevier	mph_rate	0.000058319
5135	Arkansas	Sharp	mph_rate	
5137	Arkansas	Stone	mph_rate	
5139	Arkansas	Union	mph_rate	0.000240761
5141	Arkansas	Van Buren	mph_rate	0.000057804
5143	Arkansas	Washington	mph_rate	0.000426343
5145	Arkansas	White	mph_rate	0.000116381
5147	Arkansas	Woodruff	mph_rate	
5149	Arkansas	Yell	mph_rate	
6001	California	Alameda	mph_rate	0.000949742
6003	California	Alpine	mph_rate	
6005	California	Amador	mph_rate	0.000657445
6007	California	Butte	mph_rate	0.000263636
6009	California	Calaveras	mph_rate	0.000263823
6011	California	Colusa	mph_rate	0.000046566
6013	California	Contra Costa	mph_rate	0.000587115
6015	California	Del Norte	mph_rate	0.000908012
6017	California	El Dorado	mph_rate	0.000425060
6019	California	Fresno	mph_rate	0.000352563
6021	California	Glenn	mph_rate	0.000035572
6023	California	Humboldt	mph_rate	0.000378445
6025	California	Imperial	mph_rate	0.000057099
6027	California	Inyo	mph_rate	0.000431989
6029	California	Kern	mph_rate	0.000204079
6031	California	Kings	mph_rate	0.000143619
6033	California	Lake	mph_rate	0.000216206
6035	California	Lassen	mph_rate	0.000430898
6037	California	Los Angeles	mph_rate	0.000572823
6039	California	Madera	mph_rate	0.000217868
6041	California	Marin	mph_rate	0.002250889
6043	California	Mariposa	mph_rate	0.000273718
6045	California	Mendocino	mph_rate	0.000421355
6047	California	Merced	mph_rate	0.000054527
6049	California	Modoc	mph_rate	0.000515730
6051	California	Mono	mph_rate	0.000421822
6053	California	Monterey	mph_rate	0.000374670
6055	California	Napa	mph_rate	0.001235019
6057	California	Nevada	mph_rate	0.000597378
6059	California	Orange	mph_rate	0.000538508
6061	California	Placer	mph_rate	0.000425431
6063	California	Plumas	mph_rate	0.000350895
6065	California	Riverside	mph_rate	0.000177941
6067	California	Sacramento	mph_rate	0.000464104
6069	California	San Benito	mph_rate	0.000090058
6071	California	San Bernardino	mph_rate	0.000258567
6073	California	San Diego	mph_rate	0.000682422
6075	California	San Francisco	mph_rate	0.001781856
6077	California	San Joaquin	mph_rate	0.000178867
6079	California	San Luis Obispo	mph_rate	0.001225418
6081	California	San Mateo	mph_rate	0.000840740
6083	California	Santa Barbara	mph_rate	0.000635848
6085	California	Santa Clara	mph_rate	0.000632604
6087	California	Santa Cruz	mph_rate	0.000677115
6089	California	Shasta	mph_rate	0.000281995
6091	California	Sierra	mph_rate	
6093	California	Siskiyou	mph_rate	0.000133639
6095	California	Solano	mph_rate	0.000400845
6097	California	Sonoma	mph_rate	0.000800475
6099	California	Stanislaus	mph_rate	0.000164914
6101	California	Sutter	mph_rate	0.000105420
6103	California	Tehama	mph_rate	0.000047142
6105	California	Trinity	mph_rate	0.000290529
6107	California	Tulare	mph_rate	0.000173615
6109	California	Tuolumne	mph_rate	0.000380290
6111	California	Ventura	mph_rate	0.000414322
6113	California	Yolo	mph_rate	0.000716044
6115	California	Yuba	mph_rate	0.000055276
8001	Colorado	Adams	mph_rate	0.000169043
8003	Colorado	Alamosa	mph_rate	0.000322664
8005	Colorado	Arapahoe	mph_rate	0.000575723
8007	Colorado	Archuleta	mph_rate	0.000331455
8009	Colorado	Baca	mph_rate	
8011	Colorado	Bent	mph_rate	0.000154631
8013	Colorado	Boulder	mph_rate	0.001314501
8014	Colorado	Broomfield	mph_rate	0.000623741
8015	Colorado	Chaffee	mph_rate	0.000337079
8017	Colorado	Cheyenne	mph_rate	
8019	Colorado	Clear Creek	mph_rate	0.000219322
8021	Colorado	Conejos	mph_rate	
8023	Colorado	Costilla	mph_rate	
8025	Colorado	Crowley	mph_rate	
8027	Colorado	Custer	mph_rate	
8029	Colorado	Delta	mph_rate	0.000291366
8031	Colorado	Denver	mph_rate	0.001403619
8033	Colorado	Dolores	mph_rate	
8035	Colorado	Douglas	mph_rate	0.000254370
8037	Colorado	Eagle	mph_rate	0.000057621
8039	Colorado	Elbert	mph_rate	0.000216272
8041	Colorado	El Paso	mph_rate	0.000401812
8043	Colorado	Fremont	mph_rate	0.000277440
8045	Colorado	Garfield	mph_rate	0.000106878
8047	Colorado	Gilpin	mph_rate	0.000365831
8049	Colorado	Grand	mph_rate	0.000135217
8051	Colorado	Gunnison	mph_rate	
8053	Colorado	Hinsdale	mph_rate	0.000000000
8055	Colorado	Huerfano	mph_rate	0.000149880
8057	Colorado	Jackson	mph_rate	
8059	Colorado	Jefferson	mph_rate	0.000461290
8061	Colorado	Kiowa	mph_rate	
8063	Colorado	Kit Carson	mph_rate	
8065	Colorado	Lake	mph_rate	0.000137174
8067	Colorado	La Plata	mph_rate	0.000485984
8069	Colorado	Larimer	mph_rate	0.000675424
8071	Colorado	Las Animas	mph_rate	
8073	Colorado	Lincoln	mph_rate	
8075	Colorado	Logan	mph_rate	0.000220041
8077	Colorado	Mesa	mph_rate	0.000293903
8079	Colorado	Mineral	mph_rate	0.000000000
8081	Colorado	Moffat	mph_rate	
8083	Colorado	Montezuma	mph_rate	0.000039170
8085	Colorado	Montrose	mph_rate	0.000121406
8087	Colorado	Morgan	mph_rate	0.000107158
8089	Colorado	Otero	mph_rate	0.000159084
8091	Colorado	Ouray	mph_rate	0.001797349
8093	Colorado	Park	mph_rate	0.000061463
8095	Colorado	Phillips	mph_rate	
8097	Colorado	Pitkin	mph_rate	0.000932075
8099	Colorado	Prowers	mph_rate	
8101	Colorado	Pueblo	mph_rate	0.000589453
8103	Colorado	Rio Blanco	mph_rate	
8105	Colorado	Rio Grande	mph_rate	0.000083174
8107	Colorado	Routt	mph_rate	0.000255853
8109	Colorado	Saguache	mph_rate	0.000162920
8111	Colorado	San Juan	mph_rate	0.000000000
8113	Colorado	San Miguel	mph_rate	0.000407609
8115	Colorado	Sedgwick	mph_rate	
8117	Colorado	Summit	mph_rate	0.000320490
8119	Colorado	Teller	mph_rate	0.000170576
8121	Colorado	Washington	mph_rate	
8123	Colorado	Weld	mph_rate	0.000208464
8125	Colorado	Yuma	mph_rate	0.000099532
9001	Connecticut	Fairfield	mph_rate	0.000702355
9003	Connecticut	Hartford	mph_rate	0.000730321
9005	Connecticut	Litchfield	mph_rate	0.000432145
9007	Connecticut	Middlesex	mph_rate	0.000996196
9009	Connecticut	New Haven	mph_rate	0.000897456
9011	Connecticut	New London	mph_rate	0.000346693
9013	Connecticut	Tolland	mph_rate	0.000497597
9015	Connecticut	Windham	mph_rate	0.000261690
10001	Delaware	Kent	mph_rate	0.000159634
10003	Delaware	New Castle	mph_rate	0.000519474
10005	Delaware	Sussex	mph_rate	0.000161688
11001	District of Columbia	District of Columbia	mph_rate	0.001659746
12001	Florida	Alachua	mph_rate	0.001200398
12003	Florida	Baker	mph_rate	0.000516624
12005	Florida	Bay	mph_rate	0.000194926
12007	Florida	Bradford	mph_rate	0.000105326
12009	Florida	Brevard	mph_rate	0.000255596
12011	Florida	Broward	mph_rate	0.000411501
12013	Florida	Calhoun	mph_rate	0.000068339
12015	Florida	Charlotte	mph_rate	0.000199845
12017	Florida	Citrus	mph_rate	0.000120331
12019	Florida	Clay	mph_rate	0.000130592
12021	Florida	Collier	mph_rate	0.000263371
12023	Florida	Columbia	mph_rate	0.000177470
12027	Florida	DeSoto	mph_rate	0.000257511
12029	Florida	Dixie	mph_rate	0.000121944
12031	Florida	Duval	mph_rate	0.000246123
12033	Florida	Escambia	mph_rate	0.000328899
12035	Florida	Flagler	mph_rate	0.000041658
12037	Florida	Franklin	mph_rate	
12039	Florida	Gadsden	mph_rate	0.000861660
12041	Florida	Gilchrist	mph_rate	0.000058903
12043	Florida	Glades	mph_rate	0.000155775
12045	Florida	Gulf	mph_rate	
12047	Florida	Hamilton	mph_rate	0.000067861
12049	Florida	Hardee	mph_rate	0.000107879
12051	Florida	Hendry	mph_rate	0.000076650
12053	Florida	Hernando	mph_rate	0.000046237
12055	Florida	Highlands	mph_rate	0.000091139
12057	Florida	Hillsborough	mph_rate	0.000414311
12059	Florida	Holmes	mph_rate	0.000050342
12061	Florida	Indian River	mph_rate	0.000253132
12063	Florida	Jackson	mph_rate	0.000140882
12065	Florida	Jefferson	mph_rate	0.000135492
12067	Florida	Lafayette	mph_rate	
12069	Florida	Lake	mph_rate	0.000104071
12071	Florida	Lee	mph_rate	0.000170844
12073	Florida	Leon	mph_rate	0.000627093
12075	Florida	Levy	mph_rate	0.000073656
12077	Florida	Liberty	mph_rate	0.000478641
12079	Florida	Madison	mph_rate	0.000051991
12081	Florida	Manatee	mph_rate	0.000182407
12083	Florida	Marion	mph_rate	0.000181046
12085	Florida	Martin	mph_rate	0.000320845
12086	Florida	Miami-Dade	mph_rate	0.000451852
12087	Florida	Monroe	mph_rate	0.000327851
12089	Florida	Nassau	mph_rate	0.000108836
12091	Florida	Okaloosa	mph_rate	0.000199114
12093	Florida	Okeechobee	mph_rate	0.000024973
12095	Florida	Orange	mph_rate	0.000202823
12097	Florida	Osceola	mph_rate	0.000070438
12099	Florida	Palm Beach	mph_rate	0.000394581
12101	Florida	Pasco	mph_rate	0.000126736
12103	Florida	Pinellas	mph_rate	0.000264129
12105	Florida	Polk	mph_rate	0.000109467
12107	Florida	Putnam	mph_rate	0.000026924
12109	Florida	St. Johns	mph_rate	0.000256220
12111	Florida	St. Lucie	mph_rate	0.000089692
12113	Florida	Santa Rosa	mph_rate	0.000111827
12115	Florida	Sarasota	mph_rate	0.000371011
12117	Florida	Seminole	mph_rate	0.000236289
12119	Florida	Sumter	mph_rate	0.000106022
12121	Florida	Suwannee	mph_rate	
12123	Florida	Taylor	mph_rate	0.000044297
12125	Florida	Union	mph_rate	0.000578667
12127	Florida	Volusia	mph_rate	0.000127362
12129	Florida	Wakulla	mph_rate	0.000226860
12131	Florida	Walton	mph_rate	0.000144666
12133	Florida	Washington	mph_rate	0.000080289
13001	Georgia	Appling	mph_rate	0.000054564
13003	Georgia	Atkinson	mph_rate	
13005	Georgia	Bacon	mph_rate	
13007	Georgia	Baker	mph_rate	
13009	Georgia	Baldwin	mph_rate	0.000710637
13011	Georgia	Banks	mph_rate	0.000054327
13013	Georgia	Barrow	mph_rate	0.000028685
13015	Georgia	Bartow	mph_rate	0.000099834
13017	Georgia	Ben Hill	mph_rate	
13019	Georgia	Berrien	mph_rate	
13021	Georgia	Bibb	mph_rate	0.000295495
13023	Georgia	Bleckley	mph_rate	
13025	Georgia	Brantley	mph_rate	
13027	Georgia	Brooks	mph_rate	0.000061698
13029	Georgia	Bryan	mph_rate	0.000131618
13031	Georgia	Bulloch	mph_rate	0.000297034
13033	Georgia	Burke	mph_rate	0.000128320
13035	Georgia	Butts	mph_rate	
13037	Georgia	Calhoun	mph_rate	
13039	Georgia	Camden	mph_rate	0.000039453
13043	Georgia	Candler	mph_rate	0.000090736
13045	Georgia	Carroll	mph_rate	0.000135525
13047	Georgia	Catoosa	mph_rate	0.000078125
13049	Georgia	Charlton	mph_rate	
13051	Georgia	Chatham	mph_rate	0.000380135
13053	Georgia	Chattahoochee	mph_rate	0.000089783
13055	Georgia	Chattooga	mph_rate	0.000076926
13057	Georgia	Cherokee	mph_rate	0.000167251
13059	Georgia	Clarke	mph_rate	0.000848307
13061	Georgia	Clay	mph_rate	
13063	Georgia	Clayton	mph_rate	0.000077029
13065	Georgia	Clinch	mph_rate	
13067	Georgia	Cobb	mph_rate	0.000317507
13069	Georgia	Coffee	mph_rate	0.000023447
13071	Georgia	Colquitt	mph_rate	0.000043939
13073	Georgia	Columbia	mph_rate	0.000352186
13075	Georgia	Cook	mph_rate	
13077	Georgia	Coweta	mph_rate	0.000054728
13079	Georgia	Crawford	mph_rate	
13081	Georgia	Crisp	mph_rate	0.000042704
13083	Georgia	Dade	mph_rate	
13085	Georgia	Dawson	mph_rate	0.000178875
13087	Georgia	Decatur	mph_rate	0.000035962
13089	Georgia	DeKalb	mph_rate	0.000844329
13091	Georgia	Dodge	mph_rate	0.000091705
13093	Georgia	Dooly	mph_rate	
13095	Georgia	Dougherty	mph_rate	0.000168917
13097	Georgia	Douglas	mph_rate	0.000113080
13099	Georgia	Early	mph_rate	
13101	Georgia	Echols	mph_rate	
13103	Georgia	Effingham	mph_rate	
13105	Georgia	Elbert	mph_rate	
13107	Georgia	Emanuel	mph_rate	
13109	Georgia	Evans	mph_rate	0.000090827
13111	Georgia	Fannin	mph_rate	0.000084481
13113	Georgia	Fayette	mph_rate	0.000308382
13115	Georgia	Floyd	mph_rate	0.000425810
13117	Georgia	Forsyth	mph_rate	0.000113138
13119	Georgia	Franklin	mph_rate	0.000181447
13121	Georgia	Fulton	mph_rate	0.000802445
13123	Georgia	Gilmer	mph_rate	0.000105876
13125	Georgia	Glascock	mph_rate	
13127	Georgia	Glynn	mph_rate	0.000350785
13129	Georgia	Gordon	mph_rate	0.000036238
13131	Georgia	Grady	mph_rate	
13133	Georgia	Greene	mph_rate	0.000124930
13135	Georgia	Gwinnett	mph_rate	0.000191763
13137	Georgia	Habersham	mph_rate	0.000046426
13139	Georgia	Hall	mph_rate	0.000188730
13141	Georgia	Hancock	mph_rate	
13143	Georgia	Haralson	mph_rate	
13145	Georgia	Harris	mph_rate	0.000062187
13147	Georgia	Hart	mph_rate	0.000158705
13149	Georgia	Heard	mph_rate	
13151	Georgia	Henry	mph_rate	0.000136454
13153	Georgia	Houston	mph_rate	0.000127841
13155	Georgia	Irwin	mph_rate	
13157	Georgia	Jackson	mph_rate	0.000065853
13159	Georgia	Jasper	mph_rate	0.000071767
13161	Georgia	Jeff Davis	mph_rate	
13163	Georgia	Jefferson	mph_rate	
13165	Georgia	Jenkins	mph_rate	
13167	Georgia	Johnson	mph_rate	
13169	Georgia	Jones	mph_rate	0.000069784
13171	Georgia	Lamar	mph_rate	0.000054801
13173	Georgia	Lanier	mph_rate	
13175	Georgia	Laurens	mph_rate	0.000082604
13177	Georgia	Lee	mph_rate	0.000070301
13179	Georgia	Liberty	mph_rate	0.000047812
13181	Georgia	Lincoln	mph_rate	
13183	Georgia	Long	mph_rate	
13185	Georgia	Lowndes	mph_rate	0.000200507
13187	Georgia	Lumpkin	mph_rate	0.000266782
13189	Georgia	McDuffie	mph_rate	
13191	Georgia	McIntosh	mph_rate	0.000069984
13193	Georgia	Macon	mph_rate	
13195	Georgia	Madison	mph_rate	0.000035490
13197	Georgia	Marion	mph_rate	
13199	Georgia	Meriwether	mph_rate	0.000091479
13201	Georgia	Miller	mph_rate	
13205	Georgia	Mitchell	mph_rate	
13207	Georgia	Monroe	mph_rate	0.000037793
13209	Georgia	Montgomery	mph_rate	
13211	Georgia	Morgan	mph_rate	0.000167673
13213	Georgia	Murray	mph_rate	
13215	Georgia	Muscogee	mph_rate	0.000346692
13217	Georgia	Newton	mph_rate	0.000029978
13219	Georgia	Oconee	mph_rate	0.000484482
13221	Georgia	Oglethorpe	mph_rate	
13223	Georgia	Paulding	mph_rate	0.000042018
13225	Georgia	Peach	mph_rate	
13227	Georgia	Pickens	mph_rate	0.000203749
13229	Georgia	Pierce	mph_rate	0.000053166
13231	Georgia	Pike	mph_rate	
13233	Georgia	Polk	mph_rate	0.000048341
13235	Georgia	Pulaski	mph_rate	
13237	Georgia	Putnam	mph_rate	0.000141230
13239	Georgia	Quitman	mph_rate	
13241	Georgia	Rabun	mph_rate	0.000061444
13243	Georgia	Randolph	mph_rate	
13245	Georgia	Richmond	mph_rate	0.000482854
13247	Georgia	Rockdale	mph_rate	0.000140484
13249	Georgia	Schley	mph_rate	
13251	Georgia	Screven	mph_rate	0.000068937
13253	Georgia	Seminole	mph_rate	
13255	Georgia	Spalding	mph_rate	0.000046829
13257	Georgia	Stephens	mph_rate	0.000076438
13259	Georgia	Stewart	mph_rate	
13261	Georgia	Sumter	mph_rate	0.000243228
13263	Georgia	Talbot	mph_rate	
13265	Georgia	Taliaferro	mph_rate	
13267	Georgia	Tattnall	mph_rate	
13269	Georgia	Taylor	mph_rate	
13271	Georgia	Telfair	mph_rate	
13273	Georgia	Terrell	mph_rate	
13275	Georgia	Thomas	mph_rate	0.000424496
13277	Georgia	Tift	mph_rate	0.000024822
13279	Georgia	Toombs	mph_rate	0.000036626
13281	Georgia	Towns	mph_rate	0.000095084
13283	Georgia	Treutlen	mph_rate	
13285	Georgia	Troup	mph_rate	0.000178651
13287	Georgia	Turner	mph_rate	
13289	Georgia	Twiggs	mph_rate	
13291	Georgia	Union	mph_rate	0.000140594
13293	Georgia	Upson	mph_rate	0.000036910
13295	Georgia	Walker	mph_rate	0.000043552
13297	Georgia	Walton	mph_rate	0.000047596
13299	Georgia	Ware	mph_rate	0.000219992
13301	Georgia	Warren	mph_rate	
13303	Georgia	Washington	mph_rate	
13305	Georgia	Wayne	mph_rate	0.000033187
13307	Georgia	Webster	mph_rate	
13309	Georgia	Wheeler	mph_rate	
13311	Georgia	White	mph_rate	0.000110388
13313	Georgia	Whitfield	mph_rate	0.000107026
13315	Georgia	Wilcox	mph_rate	
13317	Georgia	Wilkes	mph_rate	
13319	Georgia	Wilkinson	mph_rate	
13321	Georgia	Worth	mph_rate	
15001	Hawaii	Hawaii	mph_rate	0.000496275
15003	Hawaii	Honolulu	mph_rate	0.000773307
15005	Hawaii	Kalawao	mph_rate	0.011111111
15007	Hawaii	Kauai	mph_rate	0.000565333
15009	Hawaii	Maui	mph_rate	0.000316058
16001	Idaho	Ada	mph_rate	0.000322773
16003	Idaho	Adams	mph_rate	
16005	Idaho	Bannock	mph_rate	0.000337268
16007	Idaho	Bear Lake	mph_rate	
16009	Idaho	Benewah	mph_rate	
16011	Idaho	Bingham	mph_rate	0.000087447
16013	Idaho	Blaine	mph_rate	0.000328115
16015	Idaho	Boise	mph_rate	
16017	Idaho	Bonner	mph_rate	0.000171049
16019	Idaho	Bonneville	mph_rate	0.000152932
16021	Idaho	Boundary	mph_rate	
16023	Idaho	Butte	mph_rate	
16025	Idaho	Camas	mph_rate	
16027	Idaho	Canyon	mph_rate	0.000079193
16029	Idaho	Caribou	mph_rate	
16031	Idaho	Cassia	mph_rate	0.000173228
16033	Idaho	Clark	mph_rate	0.000000000
16035	Idaho	Clearwater	mph_rate	0.000228624
16037	Idaho	Custer	mph_rate	
16039	Idaho	Elmore	mph_rate	0.000110783
16041	Idaho	Franklin	mph_rate	
16043	Idaho	Fremont	mph_rate	
16045	Idaho	Gem	mph_rate	0.000059992
16047	Idaho	Gooding	mph_rate	0.000064516
16049	Idaho	Idaho	mph_rate	
16051	Idaho	Jefferson	mph_rate	0.000038146
16053	Idaho	Jerome	mph_rate	
16055	Idaho	Kootenai	mph_rate	0.000223161
16057	Idaho	Latah	mph_rate	0.000509192
16059	Idaho	Lemhi	mph_rate	0.000125676
16061	Idaho	Lewis	mph_rate	
16063	Idaho	Lincoln	mph_rate	
16065	Idaho	Madison	mph_rate	0.000212755
16067	Idaho	Minidoka	mph_rate	0.000049796
16069	Idaho	Nez Perce	mph_rate	0.000330654
16071	Idaho	Oneida	mph_rate	
16073	Idaho	Owyhee	mph_rate	
16075	Idaho	Payette	mph_rate	0.000044179
16077	Idaho	Power	mph_rate	
16079	Idaho	Shoshone	mph_rate	
16081	Idaho	Teton	mph_rate	0.000196754
16083	Idaho	Twin Falls	mph_rate	0.000090334
16085	Idaho	Valley	mph_rate	0.000102208
16087	Idaho	Washington	mph_rate	
17001	Illinois	Adams	mph_rate	0.000223410
17003	Illinois	Alexander	mph_rate	
