FIPS	State	County	Variable	totalpopacs0711
48055	TX	Caldwell	totalpopacs0711	37795
48057	TX	Calhoun	totalpopacs0711	21240
48059	TX	Callahan	totalpopacs0711	13497
48061	TX	Cameron	totalpopacs0711	400332
48063	TX	Camp	totalpopacs0711	12353
48065	TX	Carson	totalpopacs0711	6254
48067	TX	Cass	totalpopacs0711	30284
48069	TX	Castro	totalpopacs0711	7919
48071	TX	Chambers	totalpopacs0711	33486
48073	TX	Cherokee	totalpopacs0711	50427
48075	TX	Childress	totalpopacs0711	7069
48077	TX	Clay	totalpopacs0711	10839
48079	TX	Cochran	totalpopacs0711	3127
48081	TX	Coke	totalpopacs0711	3406
48083	TX	Coleman	totalpopacs0711	8840
48085	TX	Collin	totalpopacs0711	764424
48087	TX	Collingsworth	totalpopacs0711	3036
48089	TX	Colorado	totalpopacs0711	20792
48091	TX	Comal	totalpopacs0711	106111
48093	TX	Comanche	totalpopacs0711	13878
48095	TX	Concho	totalpopacs0711	4074
48097	TX	Cooke	totalpopacs0711	38344
48099	TX	Coryell	totalpopacs0711	74948
48101	TX	Cottle	totalpopacs0711	1693
48103	TX	Crane	totalpopacs0711	4246
48105	TX	Crockett	totalpopacs0711	3744
48107	TX	Crosby	totalpopacs0711	6133
48109	TX	Culberson	totalpopacs0711	2438
48111	TX	Dallam	totalpopacs0711	6605
48113	TX	Dallas	totalpopacs0711	2348702
48115	TX	Dawson	totalpopacs0711	13805
48117	TX	Deaf Smith	totalpopacs0711	19225
48119	TX	Delta	totalpopacs0711	5220
48121	TX	Denton	totalpopacs0711	648470
48123	TX	DeWitt	totalpopacs0711	20052
48125	TX	Dickens	totalpopacs0711	2427
48127	TX	Dimmit	totalpopacs0711	9937
48129	TX	Donley	totalpopacs0711	3624
48131	TX	Duval	totalpopacs0711	11873
48133	TX	Eastland	totalpopacs0711	18577
48135	TX	Ector	totalpopacs0711	135545
48137	TX	Edwards	totalpopacs0711	2023
48139	TX	Ellis	totalpopacs0711	146997
48141	TX	El Paso	totalpopacs0711	787410
48143	TX	Erath	totalpopacs0711	37525
48145	TX	Falls	totalpopacs0711	17799
48147	TX	Fannin	totalpopacs0711	33853
48149	TX	Fayette	totalpopacs0711	24397
48151	TX	Fisher	totalpopacs0711	4067
48153	TX	Floyd	totalpopacs0711	6507
48155	TX	Foard	totalpopacs0711	1286
48157	TX	Fort Bend	totalpopacs0711	565295
48159	TX	Franklin	totalpopacs0711	10633
48161	TX	Freestone	totalpopacs0711	19573
48163	TX	Frio	totalpopacs0711	17090
48165	TX	Gaines	totalpopacs0711	17123
48167	TX	Galveston	totalpopacs0711	289658
48169	TX	Garza	totalpopacs0711	6319
48171	TX	Gillespie	totalpopacs0711	24524
48173	TX	Glasscock	totalpopacs0711	1179
48175	TX	Goliad	totalpopacs0711	7188
48177	TX	Gonzales	totalpopacs0711	19686
48179	TX	Gray	totalpopacs0711	22628
48181	TX	Grayson	totalpopacs0711	119949
48183	TX	Gregg	totalpopacs0711	120728
48185	TX	Grimes	totalpopacs0711	26455
48187	TX	Guadalupe	totalpopacs0711	127499
48189	TX	Hale	totalpopacs0711	36108
48191	TX	Hall	totalpopacs0711	3385
48193	TX	Hamilton	totalpopacs0711	8491
48195	TX	Hansford	totalpopacs0711	5524
48197	TX	Hardeman	totalpopacs0711	4181
48199	TX	Hardin	totalpopacs0711	53984
48201	TX	Harris	totalpopacs0711	4025409
48203	TX	Harrison	totalpopacs0711	64999
48205	TX	Hartley	totalpopacs0711	5974
48207	TX	Haskell	totalpopacs0711	5877
48209	TX	Hays	totalpopacs0711	152827
48211	TX	Hemphill	totalpopacs0711	3758
48213	TX	Henderson	totalpopacs0711	78394
48215	TX	Hidalgo	totalpopacs0711	757453
48217	TX	Hill	totalpopacs0711	35033
48219	TX	Hockley	totalpopacs0711	22929
48221	TX	Hood	totalpopacs0711	50569
48223	TX	Hopkins	totalpopacs0711	34869
48225	TX	Houston	totalpopacs0711	23628
48227	TX	Howard	totalpopacs0711	34645
48229	TX	Hudspeth	totalpopacs0711	3433
48231	TX	Hunt	totalpopacs0711	85390
48233	TX	Hutchinson	totalpopacs0711	22088
48235	TX	Irion	totalpopacs0711	1526
48237	TX	Jack	totalpopacs0711	9044
48239	TX	Jackson	totalpopacs0711	14002
48241	TX	Jasper	totalpopacs0711	35538
48243	TX	Jeff Davis	totalpopacs0711	2328
48245	TX	Jefferson	totalpopacs0711	250714
48247	TX	Jim Hogg	totalpopacs0711	5231
48249	TX	Jim Wells	totalpopacs0711	40821
48251	TX	Johnson	totalpopacs0711	149681
48253	TX	Jones	totalpopacs0711	20140
48255	TX	Karnes	totalpopacs0711	14873
48257	TX	Kaufman	totalpopacs0711	101197
48259	TX	Kendall	totalpopacs0711	32642
48261	TX	Kenedy	totalpopacs0711	325
48263	TX	Kent	totalpopacs0711	859
48265	TX	Kerr	totalpopacs0711	49216
48267	TX	Kimble	totalpopacs0711	4578
48269	TX	King	totalpopacs0711	253
48271	TX	Kinney	totalpopacs0711	3656
48273	TX	Kleberg	totalpopacs0711	31823
48275	TX	Knox	totalpopacs0711	3703
48277	TX	Lamar	totalpopacs0711	49681
48279	TX	Lamb	totalpopacs0711	14063
48281	TX	Lampasas	totalpopacs0711	19762
48283	TX	La Salle	totalpopacs0711	6800
48285	TX	Lavaca	totalpopacs0711	19253
48287	TX	Lee	totalpopacs0711	16565
48289	TX	Leon	totalpopacs0711	16757
48291	TX	Liberty	totalpopacs0711	75317
48293	TX	Limestone	totalpopacs0711	23282
48295	TX	Lipscomb	totalpopacs0711	3260
48297	TX	Live Oak	totalpopacs0711	11482
48299	TX	Llano	totalpopacs0711	19133
48301	TX	Loving	totalpopacs0711	62
48303	TX	Lubbock	totalpopacs0711	274359
48305	TX	Lynn	totalpopacs0711	5927
48307	TX	McCulloch	totalpopacs0711	8242
48309	TX	McLennan	totalpopacs0711	232396
48311	TX	McMullen	totalpopacs0711	728
48313	TX	Madison	totalpopacs0711	13533
48315	TX	Marion	totalpopacs0711	10678
48317	TX	Martin	totalpopacs0711	4704
48319	TX	Mason	totalpopacs0711	3950
48321	TX	Matagorda	totalpopacs0711	36662
48323	TX	Maverick	totalpopacs0711	53389
48325	TX	Medina	totalpopacs0711	45559
48327	TX	Menard	totalpopacs0711	2226
48329	TX	Midland	totalpopacs0711	135002
48331	TX	Milam	totalpopacs0711	24861
48333	TX	Mills	totalpopacs0711	4884
48335	TX	Mitchell	totalpopacs0711	9372
48337	TX	Montague	totalpopacs0711	19773
48339	TX	Montgomery	totalpopacs0711	443622
48341	TX	Moore	totalpopacs0711	21379
48343	TX	Morris	totalpopacs0711	13017
48345	TX	Motley	totalpopacs0711	1030
48347	TX	Nacogdoches	totalpopacs0711	63872
48349	TX	Navarro	totalpopacs0711	47621
48351	TX	Newton	totalpopacs0711	14411
48353	TX	Nolan	totalpopacs0711	15098
48355	TX	Nueces	totalpopacs0711	337182
48357	TX	Ochiltree	totalpopacs0711	10147
48359	TX	Oldham	totalpopacs0711	2032
48361	TX	Orange	totalpopacs0711	82184
48363	TX	Palo Pinto	totalpopacs0711	27977
48365	TX	Panola	totalpopacs0711	23690
48367	TX	Parker	totalpopacs0711	114764
48369	TX	Parmer	totalpopacs0711	10157
48371	TX	Pecos	totalpopacs0711	15465
48373	TX	Polk	totalpopacs0711	45653
48375	TX	Potter	totalpopacs0711	120626
48377	TX	Presidio	totalpopacs0711	7727
48379	TX	Rains	totalpopacs0711	10994
48381	TX	Randall	totalpopacs0711	118994
48383	TX	Reagan	totalpopacs0711	3343
48385	TX	Real	totalpopacs0711	3314
48387	TX	Red River	totalpopacs0711	12879
48389	TX	Reeves	totalpopacs0711	13473
48391	TX	Refugio	totalpopacs0711	7381
48393	TX	Roberts	totalpopacs0711	885
48395	TX	Robertson	totalpopacs0711	16606
48397	TX	Rockwall	totalpopacs0711	76349
48399	TX	Runnels	totalpopacs0711	10479
48401	TX	Rusk	totalpopacs0711	52685
48403	TX	Sabine	totalpopacs0711	10686
48405	TX	San Augustine	totalpopacs0711	8949
48407	TX	San Jacinto	totalpopacs0711	26192
48409	TX	San Patricio	totalpopacs0711	65648
48411	TX	San Saba	totalpopacs0711	6028
48413	TX	Schleicher	totalpopacs0711	3303
48415	TX	Scurry	totalpopacs0711	16717
48417	TX	Shackelford	totalpopacs0711	3233
48419	TX	Shelby	totalpopacs0711	25513
48421	TX	Sherman	totalpopacs0711	3019
48423	TX	Smith	totalpopacs0711	206839
48425	TX	Somervell	totalpopacs0711	8320
48427	TX	Starr	totalpopacs0711	60525
48429	TX	Stephens	totalpopacs0711	9579
48431	TX	Sterling	totalpopacs0711	1216
48433	TX	Stonewall	totalpopacs0711	1396
48435	TX	Sutton	totalpopacs0711	4198
48437	TX	Swisher	totalpopacs0711	7808
48439	TX	Tarrant	totalpopacs0711	1780700
48441	TX	Taylor	totalpopacs0711	130463
48443	TX	Terrell	totalpopacs0711	946
48445	TX	Terry	totalpopacs0711	12543
48447	TX	Throckmorton	totalpopacs0711	1749
48449	TX	Titus	totalpopacs0711	31601
48451	TX	Tom Green	totalpopacs0711	109135
48453	TX	Travis	totalpopacs0711	1007264
48455	TX	Trinity	totalpopacs0711	14511
48457	TX	Tyler	totalpopacs0711	21600
48459	TX	Upshur	totalpopacs0711	39056
48461	TX	Upton	totalpopacs0711	3278
48463	TX	Uvalde	totalpopacs0711	26330
48465	TX	Val Verde	totalpopacs0711	48434
48467	TX	Van Zandt	totalpopacs0711	52483
48469	TX	Victoria	totalpopacs0711	86410
48471	TX	Walker	totalpopacs0711	66833
48473	TX	Waller	totalpopacs0711	41990
48475	TX	Ward	totalpopacs0711	10586
48477	TX	Washington	totalpopacs0711	33261
48479	TX	Webb	totalpopacs0711	245762
48481	TX	Wharton	totalpopacs0711	41083
48483	TX	Wheeler	totalpopacs0711	5316
48485	TX	Wichita	totalpopacs0711	130835
48487	TX	Wilbarger	totalpopacs0711	13548
48489	TX	Willacy	totalpopacs0711	21894
48491	TX	Williamson	totalpopacs0711	409913
48493	TX	Wilson	totalpopacs0711	42222
48495	TX	Winkler	totalpopacs0711	7039
48497	TX	Wise	totalpopacs0711	58703
48499	TX	Wood	totalpopacs0711	41840
48501	TX	Yoakum	totalpopacs0711	7825
48503	TX	Young	totalpopacs0711	18351
48505	TX	Zapata	totalpopacs0711	13853
48507	TX	Zavala	totalpopacs0711	11700
49000	UT	Utah	totalpopacs0711	2715379
49001	UT	Beaver	totalpopacs0711	6495
49003	UT	Box Elder	totalpopacs0711	49093
49005	UT	Cache	totalpopacs0711	109752
49007	UT	Carbon	totalpopacs0711	21011
49009	UT	Daggett	totalpopacs0711	891
49011	UT	Davis	totalpopacs0711	301124
49013	UT	Duchesne	totalpopacs0711	18025
49015	UT	Emery	totalpopacs0711	10827
49017	UT	Garfield	totalpopacs0711	5052
49019	UT	Grand	totalpopacs0711	9096
49021	UT	Iron	totalpopacs0711	45383
49023	UT	Juab	totalpopacs0711	10089
49025	UT	Kane	totalpopacs0711	7008
49027	UT	Millard	totalpopacs0711	12326
49029	UT	Morgan	totalpopacs0711	9285
49031	UT	Piute	totalpopacs0711	1657
49033	UT	Rich	totalpopacs0711	2234
49035	UT	Salt Lake	totalpopacs0711	1016455
49037	UT	San Juan	totalpopacs0711	14526
49039	UT	Sanpete	totalpopacs0711	27239
49041	UT	Sevier	totalpopacs0711	20667
49043	UT	Summit	totalpopacs0711	35968
49045	UT	Tooele	totalpopacs0711	56957
49047	UT	Uintah	totalpopacs0711	31892
49049	UT	Utah	totalpopacs0711	502465
49051	UT	Wasatch	totalpopacs0711	22908
49053	UT	Washington	totalpopacs0711	137020
49055	UT	Wayne	totalpopacs0711	2735
49057	UT	Weber	totalpopacs0711	227199
50000	VT	Vermont	totalpopacs0711	624958
50001	VT	Addison	totalpopacs0711	36835
50003	VT	Bennington	totalpopacs0711	37093
50005	VT	Caledonia	totalpopacs0711	31198
50007	VT	Chittenden	totalpopacs0711	155666
50009	VT	Essex	totalpopacs0711	6350
50011	VT	Franklin	totalpopacs0711	47687
50013	VT	Grand Isle	totalpopacs0711	7056
50015	VT	Lamoille	totalpopacs0711	24234
50017	VT	Orange	totalpopacs0711	29015
50019	VT	Orleans	totalpopacs0711	27247
50021	VT	Rutland	totalpopacs0711	61956
50023	VT	Washington	totalpopacs0711	59426
50025	VT	Windham	totalpopacs0711	44409
50027	VT	Windsor	totalpopacs0711	56786
51000	VA	Virginia	totalpopacs0711	7926192
51001	VA	Accomack	totalpopacs0711	33701
51003	VA	Albemarle	totalpopacs0711	97978
51005	VA	Alleghany	totalpopacs0711	16326
51007	VA	Amelia	totalpopacs0711	12631
51009	VA	Amherst	totalpopacs0711	32339
51011	VA	Appomattox	totalpopacs0711	14820
51013	VA	Arlington	totalpopacs0711	202999
51015	VA	Augusta	totalpopacs0711	73526
51017	VA	Bath	totalpopacs0711	4747
51019	VA	Bedford	totalpopacs0711	68275
51021	VA	Bland	totalpopacs0711	6871
51023	VA	Botetourt	totalpopacs0711	32956
51025	VA	Brunswick	totalpopacs0711	17553
51027	VA	Buchanan	totalpopacs0711	24173
51029	VA	Buckingham	totalpopacs0711	17021
51031	VA	Campbell	totalpopacs0711	54485
51033	VA	Caroline	totalpopacs0711	28234
51035	VA	Carroll	totalpopacs0711	30002
51036	VA	Charles City	totalpopacs0711	7223
51037	VA	Charlotte	totalpopacs0711	12601
51041	VA	Chesterfield	totalpopacs0711	313001
51043	VA	Clarke	totalpopacs0711	14081
51045	VA	Craig	totalpopacs0711	5158
51047	VA	Culpeper	totalpopacs0711	46427
51049	VA	Cumberland	totalpopacs0711	9928
51051	VA	Dickenson	totalpopacs0711	15923
51053	VA	Dinwiddie	totalpopacs0711	27714
51057	VA	Essex	totalpopacs0711	11029
51059	VA	Fairfax	totalpopacs0711	1064735
51061	VA	Fauquier	totalpopacs0711	65008
51063	VA	Floyd	totalpopacs0711	15156
51065	VA	Fluvanna	totalpopacs0711	25599
51067	VA	Franklin	totalpopacs0711	55621
51069	VA	Frederick	totalpopacs0711	77277
51071	VA	Giles	totalpopacs0711	17197
51073	VA	Gloucester	totalpopacs0711	36741
51075	VA	Goochland	totalpopacs0711	21481
51077	VA	Grayson	totalpopacs0711	15702
51079	VA	Greene	totalpopacs0711	18291
51081	VA	Greensville	totalpopacs0711	12194
51083	VA	Halifax	totalpopacs0711	36248
51085	VA	Hanover	totalpopacs0711	99638
51087	VA	Henrico	totalpopacs0711	303845
51089	VA	Henry	totalpopacs0711	54524
51091	VA	Highland	totalpopacs0711	2354
51093	VA	Isle of Wight	totalpopacs0711	35092
51095	VA	James City	totalpopacs0711	65818
51097	VA	King and Queen	totalpopacs0711	6946
51099	VA	King George	totalpopacs0711	23321
51101	VA	King William	totalpopacs0711	15728
51103	VA	Lancaster	totalpopacs0711	11424
51105	VA	Lee	totalpopacs0711	25405
51107	VA	Loudoun	totalpopacs0711	303329
51109	VA	Louisa	totalpopacs0711	32739
51111	VA	Lunenburg	totalpopacs0711	12928
51113	VA	Madison	totalpopacs0711	13317
51115	VA	Mathews	totalpopacs0711	9000
51117	VA	Mecklenburg	totalpopacs0711	32778
51119	VA	Middlesex	totalpopacs0711	10855
51121	VA	Montgomery	totalpopacs0711	93379
51125	VA	Nelson	totalpopacs0711	15049
51127	VA	New Kent	totalpopacs0711	18086
51131	VA	Northampton	totalpopacs0711	12493
51133	VA	Northumberland	totalpopacs0711	12431
51135	VA	Nottoway	totalpopacs0711	15845
51137	VA	Orange	totalpopacs0711	33235
51139	VA	Page	totalpopacs0711	24101
51141	VA	Patrick	totalpopacs0711	18573
51143	VA	Pittsylvania	totalpopacs0711	63194
51145	VA	Powhatan	totalpopacs0711	27907
51147	VA	Prince Edward	totalpopacs0711	23050
51149	VA	Prince George	totalpopacs0711	35520
51153	VA	Prince William	totalpopacs0711	391439
51155	VA	Pulaski	totalpopacs0711	34900
51157	VA	Rappahannock	totalpopacs0711	7422
51159	VA	Richmond	totalpopacs0711	9310
51161	VA	Roanoke	totalpopacs0711	92023
51163	VA	Rockbridge	totalpopacs0711	22304
51165	VA	Rockingham	totalpopacs0711	75633
51167	VA	Russell	totalpopacs0711	28870
51169	VA	Scott	totalpopacs0711	23210
51171	VA	Shenandoah	totalpopacs0711	41807
51173	VA	Smyth	totalpopacs0711	32268
51175	VA	Southampton	totalpopacs0711	18573
51177	VA	Spotsylvania	totalpopacs0711	121508
51179	VA	Stafford	totalpopacs0711	127041
51181	VA	Surry	totalpopacs0711	7026
51183	VA	Sussex	totalpopacs0711	12147
51185	VA	Tazewell	totalpopacs0711	44807
51187	VA	Warren	totalpopacs0711	37323
51191	VA	Washington	totalpopacs0711	54628
51193	VA	Westmoreland	totalpopacs0711	17386
51195	VA	Wise	totalpopacs0711	41505
51197	VA	Wythe	totalpopacs0711	29116
51199	VA	York	totalpopacs0711	65289
51510	VA	Alexandria	totalpopacs0711	136968
51515	VA	Bedford	totalpopacs0711	6184
51520	VA	Bristol	totalpopacs0711	17718
51530	VA	Buena Vista	totalpopacs0711	6647
51540	VA	Charlottesville	totalpopacs0711	42758
51550	VA	Chesapeake	totalpopacs0711	220837
51570	VA	Colonial Heights	totalpopacs0711	17439
51580	VA	Covington	totalpopacs0711	5982
51590	VA	Danville	totalpopacs0711	43433
51595	VA	Emporia	totalpopacs0711	5850
51600	VA	Fairfax	totalpopacs0711	22277
51610	VA	Falls Church	totalpopacs0711	11840
51620	VA	Franklin	totalpopacs0711	8570
51630	VA	Fredericksburg	totalpopacs0711	24015
51640	VA	Galax	totalpopacs0711	6959
51650	VA	Hampton	totalpopacs0711	138148
51660	VA	Harrisonburg	totalpopacs0711	48230
51670	VA	Hopewell	totalpopacs0711	22562
51678	VA	Lexington	totalpopacs0711	6998
51680	VA	Lynchburg	totalpopacs0711	74849
51683	VA	Manassas	totalpopacs0711	36811
51685	VA	Manassas Park	totalpopacs0711	13759
51690	VA	Martinsville	totalpopacs0711	13882
51700	VA	Newport News	totalpopacs0711	181009
51710	VA	Norfolk	totalpopacs0711	241943
51720	VA	Norton	totalpopacs0711	3934
51730	VA	Petersburg	totalpopacs0711	32337
51735	VA	Poquoson	totalpopacs0711	12097
51740	VA	Portsmouth	totalpopacs0711	96066
51750	VA	Radford	totalpopacs0711	16374
51760	VA	Richmond	totalpopacs0711	203165
51770	VA	Roanoke	totalpopacs0711	96264
51775	VA	Salem	totalpopacs0711	24733
51790	VA	Staunton	totalpopacs0711	23835
51800	VA	Suffolk	totalpopacs0711	83465
51810	VA	Virginia Beach	totalpopacs0711	436979
51820	VA	Waynesboro	totalpopacs0711	21006
51830	VA	Williamsburg	totalpopacs0711	13741
51840	VA	Winchester	totalpopacs0711	26117
53000	WA	Washington	totalpopacs0711	6652845
53001	WA	Adams	totalpopacs0711	18289
53003	WA	Asotin	totalpopacs0711	21526
53005	WA	Benton	totalpopacs0711	171303
53007	WA	Chelan	totalpopacs0711	71787
53009	WA	Clallam	totalpopacs0711	71077
53011	WA	Clark	totalpopacs0711	421154
53013	WA	Columbia	totalpopacs0711	3988
53015	WA	Cowlitz	totalpopacs0711	101901
53017	WA	Douglas	totalpopacs0711	37842
53019	WA	Ferry	totalpopacs0711	7530
53021	WA	Franklin	totalpopacs0711	75102
53023	WA	Garfield	totalpopacs0711	2244
53025	WA	Grant	totalpopacs0711	87179
53027	WA	Grays Harbor	totalpopacs0711	72348
53029	WA	Island	totalpopacs0711	78599
53031	WA	Jefferson	totalpopacs0711	29709
53033	WA	King	totalpopacs0711	1908379
53035	WA	Kitsap	totalpopacs0711	249238
53037	WA	Kittitas	totalpopacs0711	40461
53039	WA	Klickitat	totalpopacs0711	20259
53041	WA	Lewis	totalpopacs0711	75167
53043	WA	Lincoln	totalpopacs0711	10546
53045	WA	Mason	totalpopacs0711	60116
53047	WA	Okanogan	totalpopacs0711	40655
53049	WA	Pacific	totalpopacs0711	21116
53051	WA	Pend Oreille	totalpopacs0711	12952
53053	WA	Pierce	totalpopacs0711	791528
53055	WA	San Juan	totalpopacs0711	15662
53057	WA	Skagit	totalpopacs0711	116327
53059	WA	Skamania	totalpopacs0711	10979
53061	WA	Snohomish	totalpopacs0711	704536
53063	WA	Spokane	totalpopacs0711	466497
53065	WA	Stevens	totalpopacs0711	43401
53067	WA	Thurston	totalpopacs0711	248327
53069	WA	Wahkiakum	totalpopacs0711	3994
53071	WA	Walla Walla	totalpopacs0711	58154
53073	WA	Whatcom	totalpopacs0711	198937
53075	WA	Whitman	totalpopacs0711	44200
53077	WA	Yakima	totalpopacs0711	239836
54000	WV	West Virginia	totalpopacs0711	1846372
54001	WV	Barbour	totalpopacs0711	16373
54003	WV	Berkeley	totalpopacs0711	102801
54005	WV	Boone	totalpopacs0711	24746
54007	WV	Braxton	totalpopacs0711	14541
54009	WV	Brooke	totalpopacs0711	24081
54011	WV	Cabell	totalpopacs0711	95870
54013	WV	Calhoun	totalpopacs0711	7616
54015	WV	Clay	totalpopacs0711	9508
54017	WV	Doddridge	totalpopacs0711	8097
54019	WV	Fayette	totalpopacs0711	46031
54021	WV	Gilmer	totalpopacs0711	8522
54023	WV	Grant	totalpopacs0711	11955
54025	WV	Greenbrier	totalpopacs0711	35498
54027	WV	Hampshire	totalpopacs0711	23750
54029	WV	Hancock	totalpopacs0711	30732
54031	WV	Hardy	totalpopacs0711	13893
54033	WV	Harrison	totalpopacs0711	68745
54035	WV	Jackson	totalpopacs0711	29161
54037	WV	Jefferson	totalpopacs0711	52874
54039	WV	Kanawha	totalpopacs0711	192644
54041	WV	Lewis	totalpopacs0711	16400
54043	WV	Lincoln	totalpopacs0711	21777
54045	WV	Logan	totalpopacs0711	36564
54047	WV	McDowell	totalpopacs0711	22262
54049	WV	Marion	totalpopacs0711	56416
54051	WV	Marshall	totalpopacs0711	33163
54053	WV	Mason	totalpopacs0711	27152
54055	WV	Mercer	totalpopacs0711	62077
54057	WV	Mineral	totalpopacs0711	27970
54059	WV	Mingo	totalpopacs0711	26859
54061	WV	Monongalia	totalpopacs0711	94489
54063	WV	Monroe	totalpopacs0711	13526
54065	WV	Morgan	totalpopacs0711	17513
54067	WV	Nicholas	totalpopacs0711	26208
54069	WV	Ohio	totalpopacs0711	44452
54071	WV	Pendleton	totalpopacs0711	7725
54073	WV	Pleasants	totalpopacs0711	7653
54075	WV	Pocahontas	totalpopacs0711	8780
54077	WV	Preston	totalpopacs0711	33281
54079	WV	Putnam	totalpopacs0711	55305
54081	WV	Raleigh	totalpopacs0711	78701
54083	WV	Randolph	totalpopacs0711	29316
54085	WV	Ritchie	totalpopacs0711	10457
54087	WV	Roane	totalpopacs0711	15004
54089	WV	Summers	totalpopacs0711	13847
54091	WV	Taylor	totalpopacs0711	16817
54093	WV	Tucker	totalpopacs0711	7119
54095	WV	Tyler	totalpopacs0711	9270
54097	WV	Upshur	totalpopacs0711	24096
54099	WV	Wayne	totalpopacs0711	42533
54101	WV	Webster	totalpopacs0711	9202
54103	WV	Wetzel	totalpopacs0711	16581
54105	WV	Wirt	totalpopacs0711	5749
54107	WV	Wood	totalpopacs0711	86852
54109	WV	Wyoming	totalpopacs0711	23818
55000	WI	Wisconsin	totalpopacs0711	5664893
55001	WI	Adams	totalpopacs0711	20956
55003	WI	Ashland	totalpopacs0711	16160
55005	WI	Barron	totalpopacs0711	45895
55007	WI	Bayfield	totalpopacs0711	15105
55009	WI	Brown	totalpopacs0711	246686
55011	WI	Buffalo	totalpopacs0711	13671
55013	WI	Burnett	totalpopacs0711	15644
55015	WI	Calumet	totalpopacs0711	48434
55017	WI	Chippewa	totalpopacs0711	61969
55019	WI	Clark	totalpopacs0711	34625
55021	WI	Columbia	totalpopacs0711	56569
55023	WI	Crawford	totalpopacs0711	16755
55025	WI	Dane	totalpopacs0711	483913
55027	WI	Dodge	totalpopacs0711	88867
55029	WI	Door	totalpopacs0711	27893
55031	WI	Douglas	totalpopacs0711	43964
55033	WI	Dunn	totalpopacs0711	43597
55035	WI	Eau Claire	totalpopacs0711	98168
55037	WI	Florence	totalpopacs0711	4518
55039	WI	Fond du Lac	totalpopacs0711	101351
55041	WI	Forest	totalpopacs0711	9439
55043	WI	Grant	totalpopacs0711	50944
55045	WI	Green	totalpopacs0711	36653
55047	WI	Green Lake	totalpopacs0711	19089
55049	WI	Iowa	totalpopacs0711	23646
55051	WI	Iron	totalpopacs0711	6008
55053	WI	Jackson	totalpopacs0711	20395
55055	WI	Jefferson	totalpopacs0711	83308
55057	WI	Juneau	totalpopacs0711	26741
55059	WI	Kenosha	totalpopacs0711	165467
55061	WI	Kewaunee	totalpopacs0711	20613
55063	WI	La Crosse	totalpopacs0711	113805
55065	WI	Lafayette	totalpopacs0711	16783
55067	WI	Langlade	totalpopacs0711	20090
55069	WI	Lincoln	totalpopacs0711	28914
55071	WI	Manitowoc	totalpopacs0711	81496
55073	WI	Marathon	totalpopacs0711	133420
55075	WI	Marinette	totalpopacs0711	41878
55077	WI	Marquette	totalpopacs0711	15426
55078	WI	Menominee	totalpopacs0711	4262
55079	WI	Milwaukee	totalpopacs0711	942006
55081	WI	Monroe	totalpopacs0711	44427
55083	WI	Oconto	totalpopacs0711	37683
55085	WI	Oneida	totalpopacs0711	36194
55087	WI	Outagamie	totalpopacs0711	175724
55089	WI	Ozaukee	totalpopacs0711	86180
55091	WI	Pepin	totalpopacs0711	7491
55093	WI	Pierce	totalpopacs0711	40703
55095	WI	Polk	totalpopacs0711	44249
55097	WI	Portage	totalpopacs0711	69754
55099	WI	Price	totalpopacs0711	14276
55101	WI	Racine	totalpopacs0711	195029
55103	WI	Richland	totalpopacs0711	18144
55105	WI	Rock	totalpopacs0711	160270
55107	WI	Rusk	totalpopacs0711	14791
55109	WI	St. Croix	totalpopacs0711	83657
55111	WI	Sauk	totalpopacs0711	61504
55113	WI	Sawyer	totalpopacs0711	16610
55115	WI	Shawano	totalpopacs0711	41866
55117	WI	Sheboygan	totalpopacs0711	115401
55119	WI	Taylor	totalpopacs0711	20615
55121	WI	Trempealeau	totalpopacs0711	28668
55123	WI	Vernon	totalpopacs0711	29630
55125	WI	Vilas	totalpopacs0711	21637
55127	WI	Walworth	totalpopacs0711	102147
55129	WI	Washburn	totalpopacs0711	15965
55131	WI	Washington	totalpopacs0711	131190
55133	WI	Waukesha	totalpopacs0711	388125
55135	WI	Waupaca	totalpopacs0711	52552
55137	WI	Waushara	totalpopacs0711	24614
55139	WI	Winnebago	totalpopacs0711	166033
55141	WI	Wood	totalpopacs0711	74641
56000	WY	Wyoming	totalpopacs0711	554697
56001	WY	Albany	totalpopacs0711	35515
56003	WY	Big Horn	totalpopacs0711	11553
56005	WY	Campbell	totalpopacs0711	44599
56007	WY	Carbon	totalpopacs0711	15750
56009	WY	Converse	totalpopacs0711	13596
56011	WY	Crook	totalpopacs0711	6926
56013	WY	Fremont	totalpopacs0711	39515
56015	WY	Goshen	totalpopacs0711	13064
56017	WY	Hot Springs	totalpopacs0711	4754
56019	WY	Johnson	totalpopacs0711	8478
56021	WY	Laramie	totalpopacs0711	90394
56023	WY	Lincoln	totalpopacs0711	17779
56025	WY	Natrona	totalpopacs0711	74625
56027	WY	Niobrara	totalpopacs0711	2466
56029	WY	Park	totalpopacs0711	27934
56031	WY	Platte	totalpopacs0711	8681
56033	WY	Sheridan	totalpopacs0711	28743
56035	WY	Sublette	totalpopacs0711	9758
56037	WY	Sweetwater	totalpopacs0711	43152
56039	WY	Teton	totalpopacs0711	21111
56041	WY	Uinta	totalpopacs0711	20788
56043	WY	Washakie	totalpopacs0711	8372
56045	WY	Weston	totalpopacs0711	7144
72000	PR	Puerto Rico	totalpopacs0711	3742586
72001	PR	Adjuntas	totalpopacs0711	19514
72003	PR	Aguada	totalpopacs0711	42082
