FIPS	State	County	Variable	ypll_rate
8097	Colorado	Pitkin	ypll_rate	3696
8099	Colorado	Prowers	ypll_rate	9547
8101	Colorado	Pueblo	ypll_rate	8767
8103	Colorado	Rio Blanco	ypll_rate	6178
8105	Colorado	Rio Grande	ypll_rate	7762
8107	Colorado	Routt	ypll_rate	5600
8109	Colorado	Saguache	ypll_rate	8383
8111	Colorado	San Juan	ypll_rate	
8113	Colorado	San Miguel	ypll_rate	
8115	Colorado	Sedgwick	ypll_rate	8054
8117	Colorado	Summit	ypll_rate	3877
8119	Colorado	Teller	ypll_rate	6765
8121	Colorado	Washington	ypll_rate	5026
8123	Colorado	Weld	ypll_rate	5730
8125	Colorado	Yuma	ypll_rate	5728
9001	Connecticut	Fairfield	ypll_rate	4541
9003	Connecticut	Hartford	ypll_rate	5808
9005	Connecticut	Litchfield	ypll_rate	5191
9007	Connecticut	Middlesex	ypll_rate	4899
9009	Connecticut	New Haven	ypll_rate	6030
9011	Connecticut	New London	ypll_rate	5534
9013	Connecticut	Tolland	ypll_rate	4371
9015	Connecticut	Windham	ypll_rate	6289
10001	Delaware	Kent	ypll_rate	8338
10003	Delaware	New Castle	ypll_rate	7270
10005	Delaware	Sussex	ypll_rate	7689
11001	District of Columbia	District of Columbia	ypll_rate	9870
12001	Florida	Alachua	ypll_rate	7187
12003	Florida	Baker	ypll_rate	10435
12005	Florida	Bay	ypll_rate	8802
12007	Florida	Bradford	ypll_rate	10110
12009	Florida	Brevard	ypll_rate	7701
12011	Florida	Broward	ypll_rate	6599
12013	Florida	Calhoun	ypll_rate	8143
12015	Florida	Charlotte	ypll_rate	7877
12017	Florida	Citrus	ypll_rate	9905
12019	Florida	Clay	ypll_rate	6980
12021	Florida	Collier	ypll_rate	5876
12023	Florida	Columbia	ypll_rate	10275
12027	Florida	DeSoto	ypll_rate	7540
12029	Florida	Dixie	ypll_rate	10744
12031	Florida	Duval	ypll_rate	9151
12033	Florida	Escambia	ypll_rate	9310
12035	Florida	Flagler	ypll_rate	6976
12037	Florida	Franklin	ypll_rate	8315
12039	Florida	Gadsden	ypll_rate	10008
12041	Florida	Gilchrist	ypll_rate	9223
12043	Florida	Glades	ypll_rate	8411
12045	Florida	Gulf	ypll_rate	7831
12047	Florida	Hamilton	ypll_rate	9614
12049	Florida	Hardee	ypll_rate	8156
12051	Florida	Hendry	ypll_rate	8747
12053	Florida	Hernando	ypll_rate	9063
12055	Florida	Highlands	ypll_rate	8610
12057	Florida	Hillsborough	ypll_rate	7601
12059	Florida	Holmes	ypll_rate	10322
12061	Florida	Indian River	ypll_rate	7242
12063	Florida	Jackson	ypll_rate	8766
12065	Florida	Jefferson	ypll_rate	9287
12067	Florida	Lafayette	ypll_rate	8379
12069	Florida	Lake	ypll_rate	7563
12071	Florida	Lee	ypll_rate	6665
12073	Florida	Leon	ypll_rate	6405
12075	Florida	Levy	ypll_rate	9697
12077	Florida	Liberty	ypll_rate	7537
12079	Florida	Madison	ypll_rate	9613
12081	Florida	Manatee	ypll_rate	7681
12083	Florida	Marion	ypll_rate	8848
12085	Florida	Martin	ypll_rate	6380
12086	Florida	Miami-Dade	ypll_rate	5916
12087	Florida	Monroe	ypll_rate	8353
12089	Florida	Nassau	ypll_rate	8278
12091	Florida	Okaloosa	ypll_rate	7345
12093	Florida	Okeechobee	ypll_rate	9881
12095	Florida	Orange	ypll_rate	6647
12097	Florida	Osceola	ypll_rate	6565
12099	Florida	Palm Beach	ypll_rate	6874
12101	Florida	Pasco	ypll_rate	8716
12103	Florida	Pinellas	ypll_rate	8617
12105	Florida	Polk	ypll_rate	7926
12107	Florida	Putnam	ypll_rate	11114
12109	Florida	St. Johns	ypll_rate	5975
12111	Florida	St. Lucie	ypll_rate	7407
12113	Florida	Santa Rosa	ypll_rate	6943
12115	Florida	Sarasota	ypll_rate	7158
12117	Florida	Seminole	ypll_rate	6058
12119	Florida	Sumter	ypll_rate	7955
12121	Florida	Suwannee	ypll_rate	9818
