FIPS	State	County	Variable	pcnt_pcp
1125	Alabama	Tuscaloosa	pcnt_pcp	0.000687
1127	Alabama	Walker	pcnt_pcp	0.000478
1129	Alabama	Washington	pcnt_pcp	0.00017
1131	Alabama	Wilcox	pcnt_pcp	0.000431
1133	Alabama	Winston	pcnt_pcp	0.000328
2013	Alaska	Aleutians East	pcnt_pcp	#VALUE!
2016	Alaska	Aleutians West	pcnt_pcp	0.001082
2020	Alaska	Anchorage	pcnt_pcp	0.000921
2050	Alaska	Bethel	pcnt_pcp	0.000935
2060	Alaska	Bristol Bay	pcnt_pcp	0.023928
2068	Alaska	Denali	pcnt_pcp	0.013079
2070	Alaska	Dillingham	pcnt_pcp	0.002463
2090	Alaska	Fairbanks North Star	pcnt_pcp	0.000713
2100	Alaska	Haines	pcnt_pcp	0.001996
2110	Alaska	Juneau	pcnt_pcp	0.001211
2122	Alaska	Kenai Peninsula	pcnt_pcp	0.00081
2130	Alaska	Ketchikan Gateway	pcnt_pcp	0.001035
2150	Alaska	Kodiak Island	pcnt_pcp	0.001321
2164	Alaska	Lake and Peninsula	pcnt_pcp	0.014688
2170	Alaska	Matanuska-Susitna	pcnt_pcp	0.000524
2180	Alaska	Nome	pcnt_pcp	0.001045
2185	Alaska	North Slope	pcnt_pcp	0.000211
2188	Alaska	Northwest Arctic	pcnt_pcp	0.00053
2201	Alaska	Prince of Wales-Outer Ketchikan	pcnt_pcp	0.000894
2220	Alaska	Sitka	pcnt_pcp	0.002132
2232	Alaska	Skagway-Hoonah-Angoon	pcnt_pcp	#VALUE!
2240	Alaska	Southeast Fairbanks	pcnt_pcp	0.000566
2261	Alaska	Valdez-Cordova	pcnt_pcp	0.000723
2270	Alaska	Wade Hampton	pcnt_pcp	#VALUE!
2280	Alaska	Wrangell-Petersburg	pcnt_pcp	0.001129
2282	Alaska	Yakutat	pcnt_pcp	0.036419
2290	Alaska	Yukon-Koyukuk	pcnt_pcp	0.000178
4001	Arizona	Apache	pcnt_pcp	0.000321
4003	Arizona	Cochise	pcnt_pcp	0.000387
4005	Arizona	Coconino	pcnt_pcp	0.000736
4007	Arizona	Gila	pcnt_pcp	0.000729
4009	Arizona	Graham	pcnt_pcp	0.000485
4011	Arizona	Greenlee	pcnt_pcp	0.000479
4012	Arizona	La Paz	pcnt_pcp	0.00044
4013	Arizona	Maricopa	pcnt_pcp	0.000671
4015	Arizona	Mohave	pcnt_pcp	0.000496
4017	Arizona	Navajo	pcnt_pcp	0.000567
4019	Arizona	Pima	pcnt_pcp	0.000801
4021	Arizona	Pinal	pcnt_pcp	0.000133
4023	Arizona	Santa Cruz	pcnt_pcp	0.000337
4025	Arizona	Yavapai	pcnt_pcp	0.000621
4027	Arizona	Yuma	pcnt_pcp	0.000432
5001	Arkansas	Arkansas	pcnt_pcp	0.000527
5003	Arkansas	Ashley	pcnt_pcp	0.000366
5005	Arkansas	Baxter	pcnt_pcp	0.000747
5007	Arkansas	Benton	pcnt_pcp	0.000543
5009	Arkansas	Boone	pcnt_pcp	0.000759
5011	Arkansas	Bradley	pcnt_pcp	0.000522
5013	Arkansas	Calhoun	pcnt_pcp	0.000188
5015	Arkansas	Carroll	pcnt_pcp	0.000581
5017	Arkansas	Chicot	pcnt_pcp	0.000933
5019	Arkansas	Clark	pcnt_pcp	0.00061
5021	Arkansas	Clay	pcnt_pcp	0.000249
5023	Arkansas	Cleburne	pcnt_pcp	0.000577
5025	Arkansas	Cleveland	pcnt_pcp	0.000115
5027	Arkansas	Columbia	pcnt_pcp	0.000531
5029	Arkansas	Conway	pcnt_pcp	0.000658
5031	Arkansas	Craighead	pcnt_pcp	0.001004
5033	Arkansas	Crawford	pcnt_pcp	0.000484
5035	Arkansas	Crittenden	pcnt_pcp	0.000432
5037	Arkansas	Cross	pcnt_pcp	0.000449
5039	Arkansas	Dallas	pcnt_pcp	0.000618
5041	Arkansas	Desha	pcnt_pcp	0.000462
5043	Arkansas	Drew	pcnt_pcp	0.000486
5045	Arkansas	Faulkner	pcnt_pcp	0.000474
5047	Arkansas	Franklin	pcnt_pcp	0.000276
5049	Arkansas	Fulton	pcnt_pcp	0.000735
5051	Arkansas	Garland	pcnt_pcp	0.000707
5053	Arkansas	Grant	pcnt_pcp	0.000168
5055	Arkansas	Greene	pcnt_pcp	0.000569
5057	Arkansas	Hempstead	pcnt_pcp	0.000266
5059	Arkansas	Hot Spring	pcnt_pcp	0.000243
5061	Arkansas	Howard	pcnt_pcp	0.000507
5063	Arkansas	Independence	pcnt_pcp	0.000872
5065	Arkansas	Izard	pcnt_pcp	0.000293
5067	Arkansas	Jackson	pcnt_pcp	0.000445
5069	Arkansas	Jefferson	pcnt_pcp	0.000776
5071	Arkansas	Johnson	pcnt_pcp	0.000704
5073	Arkansas	Lafayette	pcnt_pcp	0.000262
5075	Arkansas	Lawrence	pcnt_pcp	0.000344
5077	Arkansas	Lee	pcnt_pcp	0.000288
5079	Arkansas	Lincoln	pcnt_pcp	0.000071
5081	Arkansas	Little River	pcnt_pcp	0.000533
5083	Arkansas	Logan	pcnt_pcp	0.000313
5085	Arkansas	Lonoke	pcnt_pcp	0.000175
5087	Arkansas	Madison	pcnt_pcp	0.000191
5089	Arkansas	Marion	pcnt_pcp	0.00018
5091	Arkansas	Miller	pcnt_pcp	0.000299
5093	Arkansas	Mississippi	pcnt_pcp	0.000389
5095	Arkansas	Monroe	pcnt_pcp	0.000493
5097	Arkansas	Montgomery	pcnt_pcp	0.000105
5099	Arkansas	Nevada	pcnt_pcp	0.000334
5101	Arkansas	Newton	pcnt_pcp	0.00024
5103	Arkansas	Ouachita	pcnt_pcp	0.000498
5105	Arkansas	Perry	pcnt_pcp	0.000096
5107	Arkansas	Phillips	pcnt_pcp	0.000323
5109	Arkansas	Pike	pcnt_pcp	0.000443
5111	Arkansas	Poinsett	pcnt_pcp	0.000204
5113	Arkansas	Polk	pcnt_pcp	0.000532
5115	Arkansas	Pope	pcnt_pcp	0.000631
5117	Arkansas	Prairie	pcnt_pcp	#VALUE!
5119	Arkansas	Pulaski	pcnt_pcp	0.001022
5121	Arkansas	Randolph	pcnt_pcp	0.000612
5123	Arkansas	St. Francis	pcnt_pcp	0.000355
5125	Arkansas	Saline	pcnt_pcp	0.0004
5127	Arkansas	Scott	pcnt_pcp	0.000177
5129	Arkansas	Searcy	pcnt_pcp	0.000489
5131	Arkansas	Sebastian	pcnt_pcp	0.001145
5133	Arkansas	Sevier	pcnt_pcp	0.000525
5135	Arkansas	Sharp	pcnt_pcp	0.000522
5137	Arkansas	Stone	pcnt_pcp	0.000563
5139	Arkansas	Union	pcnt_pcp	0.000795
5141	Arkansas	Van Buren	pcnt_pcp	0.000173
5143	Arkansas	Washington	pcnt_pcp	0.000716
5145	Arkansas	White	pcnt_pcp	0.000517
5147	Arkansas	Woodruff	pcnt_pcp	0.000413
5149	Arkansas	Yell	pcnt_pcp	0.000586
6001	California	Alameda	pcnt_pcp	0.00098
6003	California	Alpine	pcnt_pcp	0.020654
6005	California	Amador	pcnt_pcp	0.000579
6007	California	Butte	pcnt_pcp	0.000668
6009	California	Calaveras	pcnt_pcp	0.000462
6011	California	Colusa	pcnt_pcp	0.000326
6013	California	Contra Costa	pcnt_pcp	0.000893
6015	California	Del Norte	pcnt_pcp	0.000734
6017	California	El Dorado	pcnt_pcp	0.000746
6019	California	Fresno	pcnt_pcp	0.000611
6021	California	Glenn	pcnt_pcp	0.000142
6023	California	Humboldt	pcnt_pcp	0.00075
6025	California	Imperial	pcnt_pcp	0.00024
6027	California	Inyo	pcnt_pcp	0.000973
6029	California	Kern	pcnt_pcp	0.000495
6031	California	Kings	pcnt_pcp	0.000346
6033	California	Lake	pcnt_pcp	0.000556
6035	California	Lassen	pcnt_pcp	0.00046
6037	California	Los Angeles	pcnt_pcp	0.000707
6039	California	Madera	pcnt_pcp	0.000456
6041	California	Marin	pcnt_pcp	0.001404
6043	California	Mariposa	pcnt_pcp	0.000274
6045	California	Mendocino	pcnt_pcp	0.000968
6047	California	Merced	pcnt_pcp	0.000428
6049	California	Modoc	pcnt_pcp	0.00031
6051	California	Mono	pcnt_pcp	0.000562
6053	California	Monterey	pcnt_pcp	0.000627
6055	California	Napa	pcnt_pcp	0.000841
6057	California	Nevada	pcnt_pcp	0.00074
6059	California	Orange	pcnt_pcp	0.000919
6061	California	Placer	pcnt_pcp	0.001076
6063	California	Plumas	pcnt_pcp	0.000903
6065	California	Riverside	pcnt_pcp	0.000398
6067	California	Sacramento	pcnt_pcp	0.000754
6069	California	San Benito	pcnt_pcp	0.000324
6071	California	San Bernardino	pcnt_pcp	0.000535
6073	California	San Diego	pcnt_pcp	0.000752
6075	California	San Francisco	pcnt_pcp	0.001453
6077	California	San Joaquin	pcnt_pcp	0.000592
6079	California	San Luis Obispo	pcnt_pcp	0.000781
6081	California	San Mateo	pcnt_pcp	0.000912
6083	California	Santa Barbara	pcnt_pcp	0.000799
6085	California	Santa Clara	pcnt_pcp	0.000986
6087	California	Santa Cruz	pcnt_pcp	0.000955
6089	California	Shasta	pcnt_pcp	0.000818
6091	California	Sierra	pcnt_pcp	0.00031
6093	California	Siskiyou	pcnt_pcp	0.000668
6095	California	Solano	pcnt_pcp	0.000729
6097	California	Sonoma	pcnt_pcp	0.000935
6099	California	Stanislaus	pcnt_pcp	0.00065
6101	California	Sutter	pcnt_pcp	0.000833
6103	California	Tehama	pcnt_pcp	0.000377
6105	California	Trinity	pcnt_pcp	0.000363
6107	California	Tulare	pcnt_pcp	0.000428
6109	California	Tuolumne	pcnt_pcp	0.000943
6111	California	Ventura	pcnt_pcp	0.000686
6113	California	Yolo	pcnt_pcp	0.00111
6115	California	Yuba	pcnt_pcp	0.000276
8001	Colorado	Adams	pcnt_pcp	0.000482
8003	Colorado	Alamosa	pcnt_pcp	0.001163
8005	Colorado	Arapahoe	pcnt_pcp	0.000792
8007	Colorado	Archuleta	pcnt_pcp	0.000746
8009	Colorado	Baca	pcnt_pcp	0.000789
8011	Colorado	Bent	pcnt_pcp	0.000155
8013	Colorado	Boulder	pcnt_pcp	0.001221
8014	Colorado	Broomfield	pcnt_pcp	0.000998
8015	Colorado	Chaffee	pcnt_pcp	0.001124
8017	Colorado	Cheyenne	pcnt_pcp	0.001091
8019	Colorado	Clear Creek	pcnt_pcp	0.00011
8021	Colorado	Conejos	pcnt_pcp	0.000483
8023	Colorado	Costilla	pcnt_pcp	#VALUE!
8025	Colorado	Crowley	pcnt_pcp	0.000343
8027	Colorado	Custer	pcnt_pcp	0.000468
8029	Colorado	Delta	pcnt_pcp	0.000842
8031	Colorado	Denver	pcnt_pcp	0.001152
8033	Colorado	Dolores	pcnt_pcp	0.000485
8035	Colorado	Douglas	pcnt_pcp	0.000659
8037	Colorado	Eagle	pcnt_pcp	0.00073
8039	Colorado	Elbert	pcnt_pcp	#VALUE!
8041	Colorado	El Paso	pcnt_pcp	0.000561
8043	Colorado	Fremont	pcnt_pcp	0.000491
8045	Colorado	Garfield	pcnt_pcp	0.000713
8047	Colorado	Gilpin	pcnt_pcp	0.000183
8049	Colorado	Grand	pcnt_pcp	0.000744
8051	Colorado	Gunnison	pcnt_pcp	0.000522
8053	Colorado	Hinsdale	pcnt_pcp	0.001188
8055	Colorado	Huerfano	pcnt_pcp	0.00075
8057	Colorado	Jackson	pcnt_pcp	0.000719
8059	Colorado	Jefferson	pcnt_pcp	0.000835
8061	Colorado	Kiowa	pcnt_pcp	0.001427
8063	Colorado	Kit Carson	pcnt_pcp	0.000728
8065	Colorado	Lake	pcnt_pcp	0.000274
8067	Colorado	La Plata	pcnt_pcp	0.001011
8069	Colorado	Larimer	pcnt_pcp	0.000796
8071	Colorado	Las Animas	pcnt_pcp	0.000454
8073	Colorado	Lincoln	pcnt_pcp	0.000913
8075	Colorado	Logan	pcnt_pcp	0.000616
8077	Colorado	Mesa	pcnt_pcp	0.00093
8079	Colorado	Mineral	pcnt_pcp	0.001416
8081	Colorado	Moffat	pcnt_pcp	0.000507
8083	Colorado	Montezuma	pcnt_pcp	0.000862
8085	Colorado	Montrose	pcnt_pcp	0.000826
8087	Colorado	Morgan	pcnt_pcp	0.000572
8089	Colorado	Otero	pcnt_pcp	0.000796
8091	Colorado	Ouray	pcnt_pcp	0.001799
8093	Colorado	Park	pcnt_pcp	0.000246
8095	Colorado	Phillips	pcnt_pcp	0.000672
8097	Colorado	Pitkin	pcnt_pcp	0.000699
8099	Colorado	Prowers	pcnt_pcp	0.000319
8101	Colorado	Pueblo	pcnt_pcp	0.000803
8103	Colorado	Rio Blanco	pcnt_pcp	0.000906
8105	Colorado	Rio Grande	pcnt_pcp	0.000666
8107	Colorado	Routt	pcnt_pcp	0.001024
8109	Colorado	Saguache	pcnt_pcp	0.000652
8111	Colorado	San Juan	pcnt_pcp	0.03385
8113	Colorado	San Miguel	pcnt_pcp	0.000951
8115	Colorado	Sedgwick	pcnt_pcp	0.001264
8117	Colorado	Summit	pcnt_pcp	0.00089
8119	Colorado	Teller	pcnt_pcp	0.000725
8121	Colorado	Washington	pcnt_pcp	#VALUE!
8123	Colorado	Weld	pcnt_pcp	0.000472
8125	Colorado	Yuma	pcnt_pcp	0.000498
9001	Connecticut	Fairfield	pcnt_pcp	0.000907
9003	Connecticut	Hartford	pcnt_pcp	0.000859
9005	Connecticut	Litchfield	pcnt_pcp	0.000617
9007	Connecticut	Middlesex	pcnt_pcp	0.000755
9009	Connecticut	New Haven	pcnt_pcp	0.000878
9011	Connecticut	New London	pcnt_pcp	0.000632
9013	Connecticut	Tolland	pcnt_pcp	0.000583
9015	Connecticut	Windham	pcnt_pcp	0.000524
10001	Delaware	Kent	pcnt_pcp	0.000516
10003	Delaware	New Castle	pcnt_pcp	0.000811
10005	Delaware	Sussex	pcnt_pcp	0.000601
11001	District of Columbia	District of Columbia	pcnt_pcp	0.001171
12001	Florida	Alachua	pcnt_pcp	0.001372
12003	Florida	Baker	pcnt_pcp	0.000332
12005	Florida	Bay	pcnt_pcp	0.000526
12007	Florida	Bradford	pcnt_pcp	0.000351
12009	Florida	Brevard	pcnt_pcp	0.000692
12011	Florida	Broward	pcnt_pcp	0.000746
12013	Florida	Calhoun	pcnt_pcp	0.00041
12015	Florida	Charlotte	pcnt_pcp	0.000656
12017	Florida	Citrus	pcnt_pcp	0.000581
12019	Florida	Clay	pcnt_pcp	0.000653
12021	Florida	Collier	pcnt_pcp	0.000679
12023	Florida	Columbia	pcnt_pcp	0.000488
12027	Florida	DeSoto	pcnt_pcp	0.000343
12029	Florida	Dixie	pcnt_pcp	0.000183
12031	Florida	Duval	pcnt_pcp	0.000802
12033	Florida	Escambia	pcnt_pcp	0.000651
12035	Florida	Flagler	pcnt_pcp	0.000437
12037	Florida	Franklin	pcnt_pcp	0.000259
12039	Florida	Gadsden	pcnt_pcp	0.000259
12041	Florida	Gilchrist	pcnt_pcp	0.000236
12043	Florida	Glades	pcnt_pcp	0.000078
12045	Florida	Gulf	pcnt_pcp	0.000568
12047	Florida	Hamilton	pcnt_pcp	0.000136
12049	Florida	Hardee	pcnt_pcp	0.000216
12051	Florida	Hendry	pcnt_pcp	0.000281
12053	Florida	Hernando	pcnt_pcp	0.000596
12055	Florida	Highlands	pcnt_pcp	0.000557
12057	Florida	Hillsborough	pcnt_pcp	0.000773
12059	Florida	Holmes	pcnt_pcp	0.000352
12061	Florida	Indian River	pcnt_pcp	0.000673
12063	Florida	Jackson	pcnt_pcp	0.000403
12065	Florida	Jefferson	pcnt_pcp	0.000203
12067	Florida	Lafayette	pcnt_pcp	0.000112
12069	Florida	Lake	pcnt_pcp	0.000628
12071	Florida	Lee	pcnt_pcp	0.000619
12073	Florida	Leon	pcnt_pcp	0.000754
12075	Florida	Levy	pcnt_pcp	0.000196
12077	Florida	Liberty	pcnt_pcp	#VALUE!
12079	Florida	Madison	pcnt_pcp	0.000156
12081	Florida	Manatee	pcnt_pcp	0.000578
12083	Florida	Marion	pcnt_pcp	0.000519
12085	Florida	Martin	pcnt_pcp	0.000786
12086	Florida	Miami-Dade	pcnt_pcp	0.000792
12087	Florida	Monroe	pcnt_pcp	0.000765
12089	Florida	Nassau	pcnt_pcp	0.000395
12091	Florida	Okaloosa	pcnt_pcp	0.000736
12093	Florida	Okeechobee	pcnt_pcp	0.00045
12095	Florida	Orange	pcnt_pcp	0.000722
12097	Florida	Osceola	pcnt_pcp	0.000449
12099	Florida	Palm Beach	pcnt_pcp	0.00077
12101	Florida	Pasco	pcnt_pcp	0.000507
12103	Florida	Pinellas	pcnt_pcp	0.000873
12105	Florida	Polk	pcnt_pcp	0.000479
12107	Florida	Putnam	pcnt_pcp	0.00035
12109	Florida	St. Johns	pcnt_pcp	0.000853
12111	Florida	St. Lucie	pcnt_pcp	0.000373
12113	Florida	Santa Rosa	pcnt_pcp	0.000625
12115	Florida	Sarasota	pcnt_pcp	0.000779
12117	Florida	Seminole	pcnt_pcp	0.00074
12119	Florida	Sumter	pcnt_pcp	0.000201
12121	Florida	Suwannee	pcnt_pcp	0.000193
12123	Florida	Taylor	pcnt_pcp	0.000354
12125	Florida	Union	pcnt_pcp	0.000193
12127	Florida	Volusia	pcnt_pcp	0.000641
12129	Florida	Wakulla	pcnt_pcp	0.000292
12131	Florida	Walton	pcnt_pcp	0.000398
12133	Florida	Washington	pcnt_pcp	0.000281
13001	Georgia	Appling	pcnt_pcp	0.000437
13003	Georgia	Atkinson	pcnt_pcp	#VALUE!
13005	Georgia	Bacon	pcnt_pcp	0.000541
13007	Georgia	Baker	pcnt_pcp	#VALUE!
13009	Georgia	Baldwin	pcnt_pcp	0.000711
13011	Georgia	Banks	pcnt_pcp	0.000163
13013	Georgia	Barrow	pcnt_pcp	0.000301
13015	Georgia	Bartow	pcnt_pcp	0.000409
13017	Georgia	Ben Hill	pcnt_pcp	0.000623
13019	Georgia	Berrien	pcnt_pcp	0.000155
13021	Georgia	Bibb	pcnt_pcp	0.001035
13023	Georgia	Bleckley	pcnt_pcp	0.00038
13025	Georgia	Brantley	pcnt_pcp	0.000163
13027	Georgia	Brooks	pcnt_pcp	0.000185
13029	Georgia	Bryan	pcnt_pcp	0.000724
13031	Georgia	Bulloch	pcnt_pcp	0.000538
13033	Georgia	Burke	pcnt_pcp	0.000385
13035	Georgia	Butts	pcnt_pcp	0.000338
13037	Georgia	Calhoun	pcnt_pcp	0.000447
13039	Georgia	Camden	pcnt_pcp	0.000434
13043	Georgia	Candler	pcnt_pcp	0.000272
13045	Georgia	Carroll	pcnt_pcp	0.000524
13047	Georgia	Catoosa	pcnt_pcp	0.000484
13049	Georgia	Charlton	pcnt_pcp	0.000078
13051	Georgia	Chatham	pcnt_pcp	0.00084
13053	Georgia	Chattahoochee	pcnt_pcp	0.00009
13055	Georgia	Chattooga	pcnt_pcp	0.000192
13057	Georgia	Cherokee	pcnt_pcp	0.000362
13059	Georgia	Clarke	pcnt_pcp	0.000703
13061	Georgia	Clay	pcnt_pcp	0.000316
13063	Georgia	Clayton	pcnt_pcp	0.000293
13065	Georgia	Clinch	pcnt_pcp	0.000294
13067	Georgia	Cobb	pcnt_pcp	0.000584
13069	Georgia	Coffee	pcnt_pcp	0.000516
13071	Georgia	Colquitt	pcnt_pcp	0.000549
13073	Georgia	Columbia	pcnt_pcp	0.001153
13075	Georgia	Cook	pcnt_pcp	0.000522
13077	Georgia	Coweta	pcnt_pcp	0.000422
13079	Georgia	Crawford	pcnt_pcp	0.000555
13081	Georgia	Crisp	pcnt_pcp	0.000726
13083	Georgia	Dade	pcnt_pcp	0.000361
13085	Georgia	Dawson	pcnt_pcp	0.000626
13087	Georgia	Decatur	pcnt_pcp	0.000396
13089	Georgia	DeKalb	pcnt_pcp	0.000924
13091	Georgia	Dodge	pcnt_pcp	0.000321
13093	Georgia	Dooly	pcnt_pcp	#VALUE!
13095	Georgia	Dougherty	pcnt_pcp	0.000898
13097	Georgia	Douglas	pcnt_pcp	0.000392
13099	Georgia	Early	pcnt_pcp	0.000273
13101	Georgia	Echols	pcnt_pcp	#VALUE!
13103	Georgia	Effingham	pcnt_pcp	0.00021
13105	Georgia	Elbert	pcnt_pcp	0.000497
13107	Georgia	Emanuel	pcnt_pcp	0.000442
13109	Georgia	Evans	pcnt_pcp	0.000363
13111	Georgia	Fannin	pcnt_pcp	0.000549
13113	Georgia	Fayette	pcnt_pcp	0.001104
13115	Georgia	Floyd	pcnt_pcp	0.001174
13117	Georgia	Forsyth	pcnt_pcp	0.000345
13119	Georgia	Franklin	pcnt_pcp	0.000499
13121	Georgia	Fulton	pcnt_pcp	0.001085
13123	Georgia	Gilmer	pcnt_pcp	0.000529
13125	Georgia	Glascock	pcnt_pcp	0.000325
13127	Georgia	Glynn	pcnt_pcp	0.000614
13129	Georgia	Gordon	pcnt_pcp	0.000525
13131	Georgia	Grady	pcnt_pcp	0.000399
13133	Georgia	Greene	pcnt_pcp	0.000687
13135	Georgia	Gwinnett	pcnt_pcp	0.000563
13137	Georgia	Habersham	pcnt_pcp	0.00058
13139	Georgia	Hall	pcnt_pcp	0.000583
13141	Georgia	Hancock	pcnt_pcp	0.000211
13143	Georgia	Haralson	pcnt_pcp	0.000452
13145	Georgia	Harris	pcnt_pcp	0.000342
13147	Georgia	Hart	pcnt_pcp	0.000436
13149	Georgia	Heard	pcnt_pcp	0.000084
13151	Georgia	Henry	pcnt_pcp	0.000448
13153	Georgia	Houston	pcnt_pcp	0.000512
13155	Georgia	Irwin	pcnt_pcp	0.000312
13157	Georgia	Jackson	pcnt_pcp	0.000478
13159	Georgia	Jasper	pcnt_pcp	0.000359
13161	Georgia	Jeff Davis	pcnt_pcp	0.000332
13163	Georgia	Jefferson	pcnt_pcp	0.000474
13165	Georgia	Jenkins	pcnt_pcp	0.00036
13167	Georgia	Johnson	pcnt_pcp	0.000301
13169	Georgia	Jones	pcnt_pcp	0.000174
13171	Georgia	Lamar	pcnt_pcp	0.000438
13173	Georgia	Lanier	pcnt_pcp	0.000297
13175	Georgia	Laurens	pcnt_pcp	0.001033
13177	Georgia	Lee	pcnt_pcp	0.000422
13179	Georgia	Liberty	pcnt_pcp	0.000271
13181	Georgia	Lincoln	pcnt_pcp	0.000251
13183	Georgia	Long	pcnt_pcp	#VALUE!
13185	Georgia	Lowndes	pcnt_pcp	0.00052
13187	Georgia	Lumpkin	pcnt_pcp	0.000367
13189	Georgia	McDuffie	pcnt_pcp	0.000595
13191	Georgia	McIntosh	pcnt_pcp	0.00014
13193	Georgia	Macon	pcnt_pcp	0.000068
13195	Georgia	Madison	pcnt_pcp	0.000177
13197	Georgia	Marion	pcnt_pcp	0.000114
13199	Georgia	Meriwether	pcnt_pcp	0.000229
13201	Georgia	Miller	pcnt_pcp	0.000651
13205	Georgia	Mitchell	pcnt_pcp	0.000468
13207	Georgia	Monroe	pcnt_pcp	0.000567
13209	Georgia	Montgomery	pcnt_pcp	#VALUE!
13211	Georgia	Morgan	pcnt_pcp	0.000559
13213	Georgia	Murray	pcnt_pcp	0.000228
13215	Georgia	Muscogee	pcnt_pcp	0.001004
13217	Georgia	Newton	pcnt_pcp	0.00033
13219	Georgia	Oconee	pcnt_pcp	0.000969
13221	Georgia	Oglethorpe	pcnt_pcp	0.000134
13223	Georgia	Paulding	pcnt_pcp	0.000126
13225	Georgia	Peach	pcnt_pcp	0.000288
13227	Georgia	Pickens	pcnt_pcp	0.000442
13229	Georgia	Pierce	pcnt_pcp	0.000425
13231	Georgia	Pike	pcnt_pcp	0.000112
13233	Georgia	Polk	pcnt_pcp	0.000193
13235	Georgia	Pulaski	pcnt_pcp	0.000838
13237	Georgia	Putnam	pcnt_pcp	0.000235
13239	Georgia	Quitman	pcnt_pcp	#VALUE!
13241	Georgia	Rabun	pcnt_pcp	0.000553
13243	Georgia	Randolph	pcnt_pcp	0.00026
13245	Georgia	Richmond	pcnt_pcp	0.000752
13247	Georgia	Rockdale	pcnt_pcp	0.000785
13249	Georgia	Schley	pcnt_pcp	#VALUE!
13251	Georgia	Screven	pcnt_pcp	0.000138
13253	Georgia	Seminole	pcnt_pcp	0.001144
13255	Georgia	Spalding	pcnt_pcp	0.0005
13257	Georgia	Stephens	pcnt_pcp	0.00065
13259	Georgia	Stewart	pcnt_pcp	0.000661
13261	Georgia	Sumter	pcnt_pcp	0.000547
13263	Georgia	Talbot	pcnt_pcp	0.000146
13265	Georgia	Taliaferro	pcnt_pcp	0.014126
